drug_name,target_gene
histamine,HRH2
histamine,HRH3
histamine,HRH4
betahistine,HRH1
betahistine,HRH3
setiptiline,HRH1
setiptiline,HTR2A
setiptiline,HTR2C
levocabastine,HRH1
levocabastine,NTSR2
rupatadine,HRH1
rupatadine,PTAFR
olopatadine,HRH1
olopatadine,S100A1
olopatadine,S100A12
olopatadine,S100A13
olopatadine,S100A2
olopatadine,S100B
doxepin,HRH1
doxepin,SLC6A2
doxepin,SLC6A4
diphenylpyraline,HRH1
diphenylpyraline,SLC6A3
cyclizine,HRH1
cyclizine,SULT1E1
betazole,HRH2
famotidine,HRH2
lafutidine,HRH2
nizatidine,HRH2
ranitidine,HRH2
roxatidine-acetate,HRH2
cimetidine,HRH2
cimetidine,SLC29A4
cimetidine,SLC47A1
cimetidine,SLC47A2
pitolisant,HRH3
enoxolone,HSD11B1
ammonium-glycyrrhizinate,HSD11B1
ammonium-glycyrrhizinate,HSD11B2
ammonium-glycyrrhizinate,SLCO1B1
ammonium-glycyrrhizinate,SLCO1B3
chenodeoxycholic-acid,HSD11B1
chenodeoxycholic-acid,NR1H4
prednisone,HSD11B1
prednisone,NR3C1
bicyclol,HSPA1A
bicyclol,HSPB1
gentamycin,HSPA8
alverine,HTR1A
flopropione,HTR1A
tandospirone,HTR1A
urapidil,HTR1A
frovatriptan,HTR1A
frovatriptan,HTR1B
frovatriptan,HTR1D
naratriptan,HTR1A
naratriptan,HTR1B
naratriptan,HTR1D
naratriptan,HTR1E
naratriptan,HTR1F
rizatriptan,HTR1A
rizatriptan,HTR1B
rizatriptan,HTR1D
rizatriptan,HTR1E
rizatriptan,HTR1F
zolmitriptan,HTR1A
zolmitriptan,HTR1B
zolmitriptan,HTR1D
zolmitriptan,HTR1E
zolmitriptan,HTR1F
metergoline,HTR1A
metergoline,HTR1B
metergoline,HTR1D
metergoline,HTR1E
metergoline,HTR1F
metergoline,HTR2A
metergoline,HTR2B
metergoline,HTR2C
metergoline,HTR5A
metergoline,HTR6
metergoline,HTR7
eletriptan,HTR1A
eletriptan,HTR1B
eletriptan,HTR1D
eletriptan,HTR1E
eletriptan,HTR1F
eletriptan,HTR2B
eletriptan,HTR7
sumatriptan,HTR1A
sumatriptan,HTR1B
sumatriptan,HTR1D
sumatriptan,HTR1E
sumatriptan,HTR1F
sumatriptan,HTR5A
sumatriptan,HTR6
sumatriptan,HTR7
vortioxetine,HTR1A
vortioxetine,HTR1B
vortioxetine,HTR2A
vortioxetine,HTR2C
vortioxetine,HTR3A
vortioxetine,HTR5A
vortioxetine,HTR6
vortioxetine,HTR7
vortioxetine,SLC6A4
dapoxetine,HTR1A
dapoxetine,HTR1B
dapoxetine,HTR2C
dapoxetine,SLC6A4
DIPT,HTR1A
DIPT,HTR2A
DIPT,HTR2C
pizotifen,HTR1A
pizotifen,HTR2A
pizotifen,HTR2C
cyamemazine,HTR1A
cyamemazine,HTR2A
cyamemazine,HTR2C
cyamemazine,HTR7
lofepramine,HTR1A
lofepramine,SLC6A2
lofepramine,SLC6A4
almotriptan,HTR1B
almotriptan,HTR1D
methysergide,HTR1B
methysergide,HTR1D
methysergide,HTR1E
methysergide,HTR1F
methysergide,HTR2A
methysergide,HTR2B
methysergide,HTR2C
methysergide,HTR5A
methysergide,HTR6
methysergide,HTR7
cyclobenzaprine,HTR2A
sarpogrelate,HTR2A
sarpogrelate,HTR2B
sarpogrelate,HTR2C
agomelatine,HTR2A
agomelatine,HTR2B
agomelatine,HTR2C
agomelatine,MTNR1A
agomelatine,MTNR1B
duloxetine,HTR2A
duloxetine,HTR2C
duloxetine,HTR6
duloxetine,SLC6A2
duloxetine,SLC6A3
duloxetine,SLC6A4
dolasetron,HTR3A
granisetron,HTR3A
palonosetron,HTR3A
ramosetron,HTR3A
azasetron,HTR3A
azasetron,HTR3B
ondansetron,HTR3A
ondansetron,HTR3B
mosapride,HTR4
prucalopride,HTR4
bacitracin,IDE
enasidenib,IDH1
ivosidenib,IDH1
olsalazine,IFNG
olsalazine,TPMT
podophyllotoxin,IGF1R
podophyllotoxin,TOP2A
podophyllotoxin,TUBA4A
podophyllotoxin,TUBB
auranofin,IKBKB
auranofin,PRDX5
auranofin,TRPA1
diacerein,IL1B
glucosamine,IL1B
ibudilast,IL1B
ibudilast,IL6
ibudilast,PDE3A
ibudilast,PDE4A
ibudilast,PDE4B
ibudilast,PDE4C
ibudilast,PDE4D
ibudilast,PDE5A
mizoribine,IMPDH1
mycophenolate-mofetil,IMPDH1
mycophenolate-mofetil,IMPDH2
mycophenolic-acid,IMPDH1
mycophenolic-acid,IMPDH2
thioguanine,IMPDH1
thioguanine,IMPDH2
metacresol,INS
eptifibatide,ITGA2B
eptifibatide,ITGB3
tirofiban,ITGA2B
tirofiban,ITGB3
baricitinib,JAK1
baricitinib,JAK2
peficitinib,JAK1
peficitinib,JAK2
peficitinib,JAK3
tofacitinib,JAK1
tofacitinib,JAK2
tofacitinib,JAK3
ruxolitinib,JAK1
ruxolitinib,JAK2
ruxolitinib,JAK3
ruxolitinib,TYK2
thiram,JAK2
vinblastine,JUN
vinblastine,TUBA1A
vinblastine,TUBB
vinblastine,TUBD1
vinblastine,TUBE1
vinblastine,TUBG1
dalfampridine,KCNA1
dalfampridine,KCNA10
dalfampridine,KCNA2
dalfampridine,KCNA3
dalfampridine,KCNA4
dalfampridine,KCNA5
dalfampridine,KCNA6
dalfampridine,KCNA7
dalfampridine,KCNB1
dalfampridine,KCNB2
dalfampridine,KCNC1
dalfampridine,KCNC2
dalfampridine,KCNC3
dalfampridine,KCNC4
dalfampridine,KCND1
dalfampridine,KCND2
dalfampridine,KCND3
dalfampridine,KCNF1
dalfampridine,KCNG1
dalfampridine,KCNG2
dalfampridine,KCNG3
dalfampridine,KCNG4
dalfampridine,KCNH1
dalfampridine,KCNH2
dalfampridine,KCNH3
dalfampridine,KCNH4
dalfampridine,KCNH5
dalfampridine,KCNH6
dalfampridine,KCNH7
dalfampridine,KCNH8
dalfampridine,KCNJ13
dalfampridine,KCNJ5
dalfampridine,KCNQ1
dalfampridine,KCNQ2
dalfampridine,KCNQ3
dalfampridine,KCNQ4
dalfampridine,KCNQ5
dalfampridine,KCNS1
dalfampridine,KCNS2
dalfampridine,KCNS3
dalfampridine,KCNV1
dalfampridine,KCNV2
ketoconazole,KCNA10
vernakalant,KCNA5
quinidine,KCNA5
quinidine,KCNA7
quinidine,KCNH1
quinidine,KCNH2
quinidine,KCNH5
quinidine,KCNK1
quinidine,KCNK6
quinidine,SCN5A
quinidine,SLC29A4
flecainide,KCNA5
flecainide,KCNA7
flecainide,SCN5A
bupivacaine,KCNA5
bupivacaine,SCN10A
betrixaban,KCNH2
ginsenoside-RE3,KCNH2
vesnarinone,KCNH2
vesnarinone,PDE3A
amsacrine,KCNH2
amsacrine,TOP2A
nicorandil,KCNJ11
levosimendan,KCNJ11
levosimendan,KCNJ8
levosimendan,PDE3A
levosimendan,TNNC1
riluzole,KCNK10
riluzole,KCNK2
riluzole,KCNK4
riluzole,KCNN4
riluzole,SCN10A
riluzole,SCN11A
riluzole,SCN1A
riluzole,SCN2A
riluzole,SCN3A
riluzole,SCN4A
riluzole,SCN5A
riluzole,SCN7A
riluzole,SCN8A
riluzole,SCN9A
riluzole,SLC7A11
butylphthalide,KCNK2
chlorzoxazone,KCNMA1
chlorzoxazone,KCNN4
cromoglicic-acid,KCNMA1
cromoglicic-acid,S100P
dequalinium,KCNN1
dequalinium,KCNN3
halofantrine,KCNN4
pyrithione-zinc,KCNQ1
pyrithione-zinc,KCNQ2
pyrithione-zinc,KCNQ4
pyrithione-zinc,KCNQ5
mefenamic-acid,KCNQ1
mefenamic-acid,PTGS1
mefenamic-acid,PTGS2
mefenamic-acid,TRPM3
bepridil,KCNQ4
tranylcypromine,KDM1A
tranylcypromine,MAOA
tranylcypromine,MAOB
fruquintinib,KDR
cabozantinib,KDR
cabozantinib,MET
cabozantinib,RET
anlotinib,KDR
anlotinib,PDGFRB
dimethyl-fumarate,KEAP1
griseofulvin,KRT12
gluconolactone,LCT
berberine,LDLR
benzyl-benzoate,LIPE
oxybenzone,LIPE
aminocaproic-acid,LPA
aminocaproic-acid,PLAT
aminocaproic-acid,PLG
clinofibrate,LPL
clofibrate,LPL
clofibrate,PPARA
gemfibrozil,LPL
gemfibrozil,PPARA
gemfibrozil,SLCO1B1
gemfibrozil,SLCO1B3
gemfibrozil,SLCO2B1
ubenimex,LTA4H
ubenimex,RNPEP
parecoxib,LTF
nimesulide,LTF
nimesulide,PLA2G2E
nimesulide,PTGS1
nimesulide,PTGS2
eprobemide,MAOA
pirlindole,MAOA
bifemelane,MAOA
bifemelane,MAOB
isocarboxazid,MAOA
isocarboxazid,MAOB
linezolid,MAOA
linezolid,MAOB
moclobemide,MAOA
moclobemide,MAOB
pargyline,MAOA
pargyline,MAOB
psoralen,MAOA
psoralen,MAOB
selegiline,MAOA
selegiline,MAOB
toloxatone,MAOA
toloxatone,MAOB
safinamide,MAOB
cobimetinib,MAP2K1
binimetinib,MAP2K1
binimetinib,MAP2K2
trametinib,MAP2K1
trametinib,MAP2K2
bremelanotide,MC1R
bremelanotide,MC2R
bremelanotide,MC3R
bremelanotide,MC4R
bremelanotide,MC5R
rosmarinic-acid,MCL1
rosmarinic-acid,TYR
fumagillin,METAP2
methionine,METAP2
nitroxoline,METAP2
oxyquinoline,METAP2
voglibose,MGAM
temozolomide,MGMT
azithromycin,MLNR
erythromycin,MLNR
roxithromycin,MLNR
racecadotril,MME
sacubitril,MME
acetohydroxamic-acid,MMP12
beta-elemene,MMP2
beta-elemene,MMP9
fenofibrate,MMP25
fenofibrate,PPARA
doxycycline,MMP8
avatrombopag,MPL
eltrombopag,MPL
cefdinir,MPO
chloroquine,MRGPRX1
ramelteon,MTNR1A
ramelteon,MTNR1B
tasimelteon,MTNR1A
tasimelteon,MTNR1B
beta-hydroxy-beta-methylbutyrate,MTOR
everolimus,MTOR
temsirolimus,MTOR
lomitapide,MTTP
cyanocobalamin,MUT
zanamivir,NEU2
triflusal,NFKB1
triflusal,NOS2
triflusal,PDE10A
triflusal,PTGS1
bismuth-subgallate,NOS1
sapropterin,NOS3
sapropterin,PAH
sapropterin,TH
sapropterin,TPH1
ecabet,NOXO1
econazole,NPY1R
econazole,NPY2R
econazole,TRPM2
econazole,TRPV5
cysteamine,NPY2R
cysteamine,SST
GR-235,NR1H4
obeticholic-acid,NR1H4
rilpivirine,NR1I2
rilpivirine,SCN10A
rifampin,NR1I2
rifampin,SLCO1A2
rifampin,SLCO1B1
rifampin,SLCO1B3
meclizine,NR1I3
amcinonide,NR3C1
betamethasone,NR3C1
betamethasone-acetate,NR3C1
betamethasone-dipropionate,NR3C1
betamethasone-valerate,NR3C1
budesonide,NR3C1
clobetasone-butyrate,NR3C1
cortisone,NR3C1
cortisone-acetate,NR3C1
deflazacort,NR3C1
diflorasone-diacetate,NR3C1
difluprednate,NR3C1
flunisolide,NR3C1
fluorometholone,NR3C1
fluorometholone-acetate,NR3C1
halcinonide,NR3C1
hydrocortisone-acetate,NR3C1
hydrocortisone-butyrate,NR3C1
hydrocortisone-valerate,NR3C1
loteprednol,NR3C1
medrysone,NR3C1
meprednisone,NR3C1
methylprednisolone,NR3C1
methylprednisolone-aceponate,NR3C1
mometasone,NR3C1
mometasone-furoate,NR3C1
prednisolone-acetate,NR3C1
prednisolone-sodium-phosphate,NR3C1
triamcinolone,NR3C1
fluticasone-propionate,NR3C1
fluticasone-propionate,NR3C2
fluticasone-propionate,PGR
fluticasone-propionate,PLA2G4A
prednisolone,NR3C1
prednisolone,NR3C2
prednisolone,SERPINA6
megestrol-acetate,NR3C1
megestrol-acetate,PGR
clobetasol-propionate,NR3C1
clobetasol-propionate,PLA2G1B
clocortolone-pivalate,NR3C1
clocortolone-pivalate,PLA2G1B
desonide,NR3C1
desonide,PLA2G1B
desoximetasone,NR3C1
desoximetasone,PLA2G1B
flumethasone,NR3C1
flumethasone,PLA2G1B
halobetasol-propionate,NR3C1
halobetasol-propionate,PLA2G1B
beclomethasone,NR3C1
beclomethasone,SERPINA6
ciclesonide,NR3C1
ciclesonide,SERPINA6
fludroxycortide,NR3C1
fludroxycortide,SERPINA6
flumethasone-pivalate,NR3C1
flumethasone-pivalate,SERPINA6
fluocinolone-acetonide,NR3C1
fluocinolone-acetonide,SERPINA6
rimexolone,NR3C1
rimexolone,SERPINA6
triamcinolone-acetonide,NR3C1
triamcinolone-acetonide,SERPINA6
fluocinonide,NR3C1
fluocinonide,SERPINA6
fluocinonide,SMO
desoxycorticosterone-pivalate,NR3C2
eplerenone,NR3C2
fludrocortisone-acetate,NR3C2
potassium-canrenoate,NR3C2
larotrectinib,NTRK1
larotrectinib,NTRK2
larotrectinib,NTRK3
alvimopan,OPRD1
alvimopan,OPRK1
alvimopan,OPRM1
eluxadoline,OPRD1
eluxadoline,OPRK1
eluxadoline,OPRM1
methylnaltrexone,OPRD1
methylnaltrexone,OPRK1
methylnaltrexone,OPRM1
nalbuphine,OPRD1
nalbuphine,OPRK1
nalbuphine,OPRM1
nalmefene,OPRD1
nalmefene,OPRK1
nalmefene,OPRM1
tianeptine,OPRD1
tianeptine,OPRK1
tianeptine,OPRM1
trimebutine,OPRD1
trimebutine,OPRK1
trimebutine,OPRM1
naltrexone,OPRD1
naltrexone,OPRK1
naltrexone,OPRM1
naltrexone,SIGMAR1
somatostatin,OPRD1
somatostatin,OPRM1
somatostatin,SSTR1
somatostatin,SSTR2
somatostatin,SSTR3
somatostatin,SSTR4
somatostatin,SSTR5
chloroxine,OPRK1
nalfurafine,OPRK1
nalfurafine,OPRM1
levomenthol,OPRK1
levomenthol,TRPA1
levomenthol,TRPM8
levomenthol,TRPV3
naloxegol,OPRM1
thiomersal,OXCT1
carbetocin,OXTR
uridine-5'-triphosphate,P2RY11
uridine-5'-triphosphate,P2RY2
uridine-5'-triphosphate,P2RY4
uridine-5'-triphosphate,P2RY6
uridine-5'-triphosphate,UCK2
clopidogrel,P2RY12
prasugrel,P2RY12
ticagrelor,P2RY12
ticlopidine,P2RY12
treprostinil,P2RY12
treprostinil,PPARD
treprostinil,PTGIR
epoprostenol,P2RY12
epoprostenol,PTGER1
epoprostenol,PTGER4
epoprostenol,PTGIR
epoprostenol,PTGIS
ribostamycin,P4HB
probenecid,PANX1
probenecid,SLC22A11
probenecid,SLC22A6
probenecid,SLC22A8
probenecid,SLCO1C1
niraparib,PARP1
olaparib,PARP1
olaparib,PARP2
inosine,PARP1
inosine,PNP
talazoparib,PARP2
papaverine,PDE10A
papaverine,PDE4B
papaverine,PDE5A
tadalafil,PDE11A
tadalafil,PDE5A
propentofylline,PDE1A
vinpocetine,PDE1A
vinpocetine,PDE1C
milrinone,PDE2A
milrinone,PDE3A
milrinone,PDE3B
milrinone,PDE5A
anagrelide,PDE3A
enoximone,PDE3A
olprinone,PDE3A
pimobendan,PDE3A
cilostazol,PDE3A
cilostazol,PDE3B
amrinone,PDE3A
amrinone,PDE3B
amrinone,PDE4B
amrinone,TNF
dyphylline,PDE4A
irsogladine,PDE4A
apremilast,PDE4A
apremilast,PDE4B
apremilast,PDE4C
apremilast,PDE4D
crisaborole,PDE4A
crisaborole,PDE4B
crisaborole,PDE4C
crisaborole,PDE4D
roflumilast,PDE4A
roflumilast,PDE4B
roflumilast,PDE4C
roflumilast,PDE4D
avanafil,PDE5A
mirodenafil,PDE5A
vardenafil,PDE5A
vardenafil,PDE6G
vardenafil,PDE6H
sildenafil,PDE5A
sildenafil,PDE6G
sildenafil,PDE6H
sildenafil,SLCO1B1
sildenafil,SLCO1B3
trapidil,PDGFRA
pyridoxal,PDXK
gadopentetic-acid,PGD
dacarbazine,PGD
dacarbazine,POLA2
altrenogest,PGR
chlormadinone-acetate,PGR
cridanimod,PGR
dienogest,PGR
dydrogesterone,PGR
hydroxyprogesterone,PGR
hydroxyprogesterone-acetate,PGR
levonorgestrel,PGR
medroxyprogesterone,PGR
nomegestrol-acetate,PGR
norelgestromin,PGR
norethindrone,PGR
norethindrone-acetate,PGR
noretynodrel,PGR
segesterone-acetate,PGR
ulipristal,PGR
alpelisib,PIK3CA
alpelisib,PIK3CB
alpelisib,PIK3CD
alpelisib,PIK3CG
copanlisib,PIK3CA
copanlisib,PIK3CB
copanlisib,PIK3CD
copanlisib,PIK3CG
duvelisib,PIK3CA
duvelisib,PIK3CB
duvelisib,PIK3CD
duvelisib,PIK3CG
idelalisib,PIK3CA
idelalisib,PIK3CB
idelalisib,PIK3CD
idelalisib,PIK3CG
malic-acid,PKD2L1
fasudil,PKIA
fasudil,PRKACA
fasudil,ROCK1
fasudil,ROCK2
mepacrine,PLA2G1B
miltefosine,PLA2G1B
prednicarbate,PLA2G1B
mexiletine,PLAU
mexiletine,SCN4A
mexiletine,SCN5A
tranexamic-acid,PLG
dalbavancin,PNLIP
acyclovir,PNP
didanosine,PNP
forodesine,PNP
nelarabine,POLA1
cytarabine,POLA1
cytarabine,POLB
cytarabine,POLD1
cytarabine,POLE
clofarabine,POLA1
clofarabine,POLD1
clofarabine,POLE
clofarabine,RRM1
clofarabine,RRM2
clofarabine,RRM2B
fludarabine-phosphate,POLA1
fludarabine-phosphate,POLD1
fludarabine-phosphate,POLE
fludarabine-phosphate,RRM1
fludarabine-phosphate,RRM2
fludarabine-phosphate,RRM2B
dactinomycin,POLR2A
cefazolin,PON1
ciprofibrate,PPARA
clofibric-acid,PPARA
etofibrate,PPARA
etofylline-clofibrate,PPARA
bezafibrate,PPARA
bezafibrate,PPARD
bezafibrate,PPARG
saroglitazar,PPARA
saroglitazar,PPARG
acetyl-farnesyl-cysteine,PPARG
hemomex-s,PPARG
pioglitazone,PPARG
pioglitazone,TRPM3
baicalin,PREP
bucladesine,PRKACA
ingenol-mebutate,PRKCA
ingenol-mebutate,PRKCB
ingenol-mebutate,PRKCD
ingenol-mebutate,PRKCE
ingenol-mebutate,PRKCG
ingenol,PRKCD
ingenol,PRKCE
aurothioglucose,PRKCI
sodium-tetradecyl-sulfate,PROC
camostat-mesilate,PRSS1
gabexate,PRSS1
gabexate,TPSAB1
carfilzomib,PSMA1
carfilzomib,PSMA2
carfilzomib,PSMA3
carfilzomib,PSMA4
carfilzomib,PSMA5
carfilzomib,PSMA6
carfilzomib,PSMA7
carfilzomib,PSMA8
carfilzomib,PSMB1
carfilzomib,PSMB10
carfilzomib,PSMB11
carfilzomib,PSMB2
carfilzomib,PSMB3
carfilzomib,PSMB4
carfilzomib,PSMB5
carfilzomib,PSMB6
carfilzomib,PSMB7
carfilzomib,PSMB8
carfilzomib,PSMB9
bortezomib,PSMA1
bortezomib,PSMA2
bortezomib,PSMA3
bortezomib,PSMA4
bortezomib,PSMA5
bortezomib,PSMA6
bortezomib,PSMA7
bortezomib,PSMA8
bortezomib,PSMB1
bortezomib,PSMB10
bortezomib,PSMB11
bortezomib,PSMB2
bortezomib,PSMB3
bortezomib,PSMB4
bortezomib,PSMB5
bortezomib,PSMB6
bortezomib,PSMB7
bortezomib,PSMB8
bortezomib,PSMB9
bortezomib,PSMD1
bortezomib,PSMD2
bortezomib,RELA
dinoprost,PTGDR
dinoprost,PTGDR2
dinoprost,PTGER1
dinoprost,PTGER2
dinoprost,PTGER3
dinoprost,PTGER4
dinoprost,PTGFR
dinoprost,TBXA2R
laropiprant,PTGDR
laropiprant,PTGDR2
laropiprant,PTGER1
laropiprant,PTGER2
laropiprant,PTGER3
laropiprant,PTGFR
laropiprant,PTGIR
laropiprant,TBXA2R
iloprost,PTGDR
iloprost,PTGER1
iloprost,PTGER2
iloprost,PTGER3
iloprost,PTGER4
iloprost,PTGFR
iloprost,PTGIR
iloprost,TBXA2R
cloprostenol-(+/-),PTGDR
cloprostenol-(+/-),PTGER1
cloprostenol-(+/-),PTGER3
cloprostenol-(+/-),PTGFR
cloprostenol-(+/-),TBXA2R
ramatroban,PTGDR2
ramatroban,TBXA2R
limaprost-alfadex,PTGER1
misoprostol,PTGER2
misoprostol,PTGER3
misoprostol,PTGER4
misoprostol,PTGIR
ricinoleic-acid,PTGER3
grapiprant,PTGER4
latanoprost,PTGFR
tafluprost,PTGFR
travoprost,PTGFR
selexipag,PTGIR
alclofenac,PTGS1
droxicam,PTGS1
mofezolac,PTGS1
acemetacin,PTGS1
acemetacin,PTGS2
amfenac,PTGS1
amfenac,PTGS2
ampiroxicam,PTGS1
ampiroxicam,PTGS2
amtolmetin-guacil,PTGS1
amtolmetin-guacil,PTGS2
bendazac,PTGS1
bendazac,PTGS2
diflunisal,PTGS1
diflunisal,PTGS2
epirizole,PTGS1
epirizole,PTGS2
etofenamate,PTGS1
etofenamate,PTGS2
felbinac-ethyl,PTGS1
felbinac-ethyl,PTGS2
fenbufen,PTGS1
fenbufen,PTGS2
fentiazac,PTGS1
fentiazac,PTGS2
floctafenine,PTGS1
floctafenine,PTGS2
flurbiprofen-(S)-(+),PTGS1
flurbiprofen-(S)-(+),PTGS2
fosfosal,PTGS1
fosfosal,PTGS2
ibuprofen-piconol,PTGS1
ibuprofen-piconol,PTGS2
indobufen,PTGS1
indobufen,PTGS2
ketorolac,PTGS1
ketorolac,PTGS2
lornoxicam,PTGS1
lornoxicam,PTGS2
meloxicam,PTGS1
meloxicam,PTGS2
metoxibutropate,PTGS1
metoxibutropate,PTGS2
nabumetone,PTGS1
nabumetone,PTGS2
naproxen,PTGS1
naproxen,PTGS2
nepafenac,PTGS1
nepafenac,PTGS2
oxaprozin,PTGS1
oxaprozin,PTGS2
phenazone,PTGS1
phenazone,PTGS2
piroxicam,PTGS1
piroxicam,PTGS2
proglumetacin,PTGS1
proglumetacin,PTGS2
proquazone,PTGS1
proquazone,PTGS2
sasapyrine,PTGS1
sasapyrine,PTGS2
tenoxicam,PTGS1
tenoxicam,PTGS2
tolmetin,PTGS1
tolmetin,PTGS2
tropesin,PTGS1
tropesin,PTGS2
ufenamate,PTGS1
ufenamate,PTGS2
trichlormethiazide,PTGS1
trichlormethiazide,PTGS2
trichlormethiazide,SLC12A1
ketoprofen,PTGS1
ketoprofen,PTGS2
ketoprofen,SLC5A8
fenoprofen,PTGS1
fenoprofen,SLC5A8
aceclofenac,PTGS2
carprofen,PTGS2
deracoxib,PTGS2
etodolac,PTGS2
etoricoxib,PTGS2
firocoxib,PTGS2
iguratimod,PTGS2
loxoprofen,PTGS2
propacetamol,PTGS2
tiaprofenic-acid,PTGS2
vedaprofen,PTGS2
sodium-stibogluconate,PTPN6
tagatose,PYGL
sodium-monofluorophosphate,PYGM
tamibarotene,RARA
tamibarotene,RARB
isotretinoin,RARA
isotretinoin,RARB
isotretinoin,RARG
acitretin,RARA
acitretin,RARB
acitretin,RARG
acitretin,RBP1
acitretin,RXRA
acitretin,RXRB
acitretin,RXRG
acitretin,STAT3
adapalene,RARA
adapalene,RARB
adapalene,RARG
adapalene,RXRA
adapalene,RXRB
adapalene,RXRG
tazarotene,RARA
tazarotene,RARB
tazarotene,RARG
tazarotene,RXRB
aliskiren-hemifumarate,REN
ripasudil,ROCK1
ripasudil,ROCK2
homoharringtonine,RPL3
didox,RRM1
hydroxyurea,RRM1
hydroxyurea,RRM2
hydroxyurea,RRM2B
bexarotene,RXRA
bexarotene,RXRB
bexarotene,RXRG
brolitene,RYR1
dantrolene,RYR1
dantrolene,RYR3
siponimod,S1PR1
fingolimod,S1PR1
fingolimod,S1PR5
benzethonium,SCN10A
benzocaine,SCN10A
oxybuprocaine,SCN10A
ropivacaine,SCN10A
carbamazepine,SCN10A
carbamazepine,SCN11A
carbamazepine,SCN1A
carbamazepine,SCN2A
carbamazepine,SCN3A
carbamazepine,SCN4A
carbamazepine,SCN5A
carbamazepine,SCN7A
carbamazepine,SCN8A
carbamazepine,SCN9A
eslicarbazepine-acetate,SCN10A
eslicarbazepine-acetate,SCN11A
eslicarbazepine-acetate,SCN1A
eslicarbazepine-acetate,SCN2A
eslicarbazepine-acetate,SCN3A
eslicarbazepine-acetate,SCN4A
eslicarbazepine-acetate,SCN5A
eslicarbazepine-acetate,SCN7A
eslicarbazepine-acetate,SCN8A
eslicarbazepine-acetate,SCN9A
lamotrigine,SCN10A
lamotrigine,SCN11A
lamotrigine,SCN1A
lamotrigine,SCN2A
lamotrigine,SCN3A
lamotrigine,SCN4A
lamotrigine,SCN5A
lamotrigine,SCN7A
lamotrigine,SCN8A
lamotrigine,SCN9A
oxcarbazepine,SCN10A
oxcarbazepine,SCN11A
oxcarbazepine,SCN1A
oxcarbazepine,SCN2A
oxcarbazepine,SCN3A
oxcarbazepine,SCN4A
oxcarbazepine,SCN5A
oxcarbazepine,SCN7A
oxcarbazepine,SCN8A
oxcarbazepine,SCN9A
phenacemide,SCN10A
phenacemide,SCN11A
phenacemide,SCN1A
phenacemide,SCN2A
phenacemide,SCN3A
phenacemide,SCN4A
phenacemide,SCN5A
phenacemide,SCN7A
phenacemide,SCN8A
phenacemide,SCN9A
phenytoin,SCN10A
phenytoin,SCN11A
phenytoin,SCN1A
phenytoin,SCN2A
phenytoin,SCN3A
phenytoin,SCN4A
phenytoin,SCN5A
phenytoin,SCN7A
phenytoin,SCN8A
phenytoin,SCN9A
tetracaine,SCN10A
tetracaine,SCN11A
tetracaine,SCN1A
tetracaine,SCN2A
tetracaine,SCN3A
tetracaine,SCN4A
tetracaine,SCN5A
tetracaine,SCN7A
tetracaine,SCN8A
tetracaine,SCN9A
dyclonine,SCN10A
dyclonine,SCN5A
proxymetacaine,SCN10A
proxymetacaine,SCN5A
ranolazine,SCN10A
ranolazine,SCN9A
phenazopyridine,SCN1A
lidoflazine,SCN1A
lidoflazine,SCN3A
lidoflazine,SLC29A1
benproperine,SCN5A
benzonatate,SCN5A
ethotoin,SCN5A
fosphenytoin,SCN5A
hexylcaine,SCN5A
mephenytoin,SCN5A
pilsicainide,SCN5A
prilocaine,SCN5A
tocainide,SCN5A
triamterene,SCNN1A
triamterene,SCNN1B
triamterene,SCNN1D
triamterene,SCNN1G
dimemorfan,SIGMAR1
noscapine,SIGMAR1
torasemide,SLC12A1
azosemide,SLC12A1
azosemide,SLC12A2
piretanide,SLC12A1
piretanide,SLC12A2
bendroflumethiazide,SLC12A1
bendroflumethiazide,SLC12A3
methyclothiazide,SLC12A1
methyclothiazide,SLC12A3
metolazone,SLC12A3
polythiazide,SLC12A3
xipamide,SLC12A3
cefadroxil,SLC15A1
cefadroxil,SLC15A2
cefadroxil,SLC22A6
cefadroxil,SLC22A8
reserpine,SLC18A1
reserpine,SLC18A2
tetrabenazine,SLC18A1
tetrabenazine,SLC18A2
thiamine,SLC19A2
thiamine,SLC19A3
thiamine,TPK1
lesinurad,SLC22A12
fluorescein,SLC22A6
4-aminohippuric-acid,SLC22A6
ascorbic-acid,SLC23A1
ascorbic-acid,SLC23A2
clodronic-acid,SLC25A4
clodronic-acid,SLC25A5
clodronic-acid,SLC25A6
dilazep,SLC29A1
5-hydroxytryptophan,SLC36A1
5-hydroxytryptophan,SLC36A2
chlorogenic-acid,SLC37A4
canagliflozin,SLC5A1
canagliflozin,SLC5A2
dapagliflozin,SLC5A1
dapagliflozin,SLC5A2
empagliflozin,SLC5A1
empagliflozin,SLC5A2
ertugliflozin,SLC5A2
ipragliflozin-L-proline,SLC5A2
tiagabine,SLC6A1
debrisoquin,SLC6A2
guanethidine,SLC6A2
maprotiline,SLC6A2
reboxetine,SLC6A2
viloxazine,SLC6A2
bupropion,SLC6A2
bupropion,SLC6A3
desvenlafaxine,SLC6A2
desvenlafaxine,SLC6A3
desvenlafaxine,SLC6A4
trimipramine,SLC6A2
trimipramine,SLC6A3
trimipramine,SLC6A4
milnacipran,SLC6A2
milnacipran,SLC6A4
protriptyline,SLC6A2
protriptyline,SLC6A4
venlafaxine,SLC6A2
